id,value,altitude,measurementId
177,7.83632,102.6000036032,1
178,7.80575,102.000003584,1
179,7.77371,101.500003568,1
180,7.74312,100.9000035488,1
181,7.71252,100.2000035264,1
182,7.68191,99.6000035072,1
183,7.6513,99.000003488,1
184,7.61923,98.500003472,1
185,7.58714,97.9000034528,1
186,7.55505,97.4000034368,1
187,7.52587,97.000003424,1
188,7.49814,96.500003408,1
189,7.46895,96.000003392,1
190,7.43974,95.500003376,1
191,7.41492,95.1000033632,1
192,7.39155,94.6000033472,1
193,7.37402,94.4000033408,1
194,7.35795,94.000003328,1
195,7.3448,93.500003312,1
196,7.34334,93.000003296,1
197,7.34918,92.6000032832,1
198,7.34772,92.2000032704,1
199,7.34041,91.6000032512,1
200,7.33311,90.9000032288,1
201,7.3258,90.3000032096,1
202,7.3258,89.7000031904,1
203,7.33457,89.1000031712,1
204,7.35064,88.7000031584,1
205,7.3711,88.2000031424,1
206,7.39885,87.8000031296,1
207,7.43098,87.2000031104,1
208,7.47041,86.6000030912,1
209,7.50982,86.1000030752,1
210,7.54921,85.500003056,1
211,7.58568,85.00000304,1
212,7.60464,84.4000030208,1
213,7.6061,83.8000030016,1
214,7.59152,83.3000029856,1
215,7.5711,82.8000029696,1
216,7.54921,82.4000029568,1
217,7.52587,82.000002944,1
218,7.50106,81.500002928,1
219,7.47624,81.1000029152,1
220,7.44851,80.7000029024,1
221,7.42222,80.2000028864,1
222,7.39593,79.8000028736,1
223,7.36671,79.4000028608,1
224,7.33895,78.9000028448,1
225,7.31118,78.4000028288,1
226,7.28633,77.9000028128,1
227,7.26294,77.5000028,1
228,7.24247,76.9000027808,1
229,7.22053,76.4000027648,1
230,7.20005,75.9000027488,1
231,7.18103,75.4000027328,1
232,7.16201,74.9000027168,1
233,7.14152,74.3000026976,1
234,7.12395,73.7000026784,1
235,7.10638,73.1000026592,1
236,7.09028,72.6000026432,1
237,7.07417,72.1000026272,1
238,7.05513,71.6000026112,1
239,7.03756,71.1000025952,1
240,7.02291,70.6000025792,1
241,7.00972,70.00000256,1
242,6.998,69.4000025408,1
243,6.98628,68.9000025248,1
244,6.97602,68.4000025088,1
245,6.96722,67.9000024928,1
246,6.95696,67.3000024736,1
247,6.94817,66.6000024512,1
248,6.93937,66.1000024352,1
249,6.93058,65.6000024192,1
250,6.92324,65.1000024032,1
251,6.91591,64.7000023904,1
252,6.90858,64.4000023808,1
253,6.90125,63.9000023648,1
254,6.89392,63.4000023488,1
255,6.88658,62.800002329600005,1
256,6.87778,62.4000023168,1
257,6.87192,62.000002304000006,1
258,6.86458,61.500002288000005,1
259,6.85871,61.1000022752,1
260,6.85138,60.700002262400005,1
261,6.84404,60.200002246400004,1
262,6.83817,59.600002227199994,1
263,6.8323,59.300002217599996,1
264,6.82644,58.800002201599995,1
265,6.8191,58.30000218559999,1
266,6.80883,57.9000021728,1
267,6.79415,57.4000021568,1
268,6.77653,57.00000214400001,1
269,6.75892,56.500002128000006,1
270,6.73689,56.000002112000004,1
271,6.71046,55.6000020992,1
272,6.68255,55.00000208,1
273,6.65022,54.600002067199995,1
274,6.61641,54.10000205119999,1
275,6.57966,53.7000020384,1
276,6.54289,53.1000020192,1
277,6.50611,52.6000020032,1
278,6.47227,52.000001984,1
279,6.43988,51.500001968,1
280,6.40749,51.000001952,1
281,6.37362,50.4000019328,1
282,6.33826,49.9000019168,1
283,6.30289,49.3000018976,1
284,6.26456,48.8000018816,1
285,6.22769,48.2000018624,1
286,6.19081,47.8000018496,1
287,6.15392,47.50000184,1
288,6.11554,47.1000018272,1
289,6.07567,46.6000018112,1
290,6.03283,46.1000017952,1
291,5.98997,45.6000017792,1
292,5.94857,45.1000017632,1
293,5.90864,44.6000017472,1
294,5.87018,44.000001728,1
295,5.83022,43.500001712,1
296,5.79024,43.000001696,1
297,5.75173,42.6000016832,1
298,5.71321,42.1000016672,1
299,5.67616,41.6000016512,1
300,5.64206,41.1000016352,1
301,5.60794,40.6000016192,1
302,5.57827,40.1000016032,1
303,5.54711,39.500001584,1
304,5.51742,39.000001568,1
305,5.48772,38.6000015552,1
306,5.45802,38.1000015392,1
307,5.42682,37.6000015232,1
308,5.39709,37.000001504,1
309,5.36736,36.500001488,1
310,5.33613,36.000001472,1
311,5.3049,35.4000014528,1
312,5.27365,34.9000014368,1
313,5.24388,34.4000014208,1
314,5.21113,33.9000014048,1
315,5.17539,33.500001392,1
316,5.13963,33.000001376,1
317,5.10386,32.50000136,1
318,5.06957,32.000001344,1
319,5.03377,31.500001328000003,1
320,4.99648,31.000001312000002,1
321,4.95618,30.600001299200002,1
322,4.91287,30.1000012832,1
323,4.86955,29.800001273600003,1
324,4.82621,29.1000012512,1
325,4.78136,28.500001232000002,1
326,4.73049,27.9000012128,1
327,4.67811,27.300001193600004,1
328,4.62869,26.800001177600002,1
329,4.58075,26.3000011616,1
330,4.53578,25.700001142399998,1
331,4.49229,25.200001126399997,1
332,4.44878,24.700001110400002,1
333,4.40675,24.2000010944,1
334,4.36319,23.8000010816,1
335,4.32263,23.4000010688,1
336,4.28355,23.000001056000002,1
337,4.24596,22.50000104,1
338,4.20534,21.9000010208,1
339,4.16621,21.500001008,1
340,4.12405,21.1000009952,1
341,4.08338,20.6000009792,1
342,4.0442,20.1000009632,1
343,4.00651,19.6000009472,1
344,3.97031,19.1000009312,1
345,3.9341,18.6000009152,1
346,3.89939,18.1000008992,1
347,3.86466,17.6000008832,1
348,3.83293,17.1000008672,1
349,3.8012,16.7000008544,1
350,3.77097,16.2000008384,1
351,3.73921,15.600000819200002,1
352,3.70896,15.200000806399999,1
353,3.67718,14.600000787199999,1
354,3.64691,14.000000768,1
355,3.61662,13.500000751999998,1
356,3.58784,13.000000736,1
357,3.55753,12.400000716800001,1
358,3.52722,11.9000007008,1
359,3.49992,11.500000688,1
360,3.47414,10.950000670400001,1
361,3.44986,10.4500006544,1
362,3.42558,9.950000638399999,1
363,3.40129,9.450000622400001,1
364,3.37851,8.9500006064,1
365,3.35573,8.450000590399998,1
366,3.33446,7.950000574400001,1
367,3.31319,7.450000558399999,1
368,3.29191,6.9500005424000015,1
369,3.27062,6.4500005264,1
370,3.25389,5.950000510400001,1
371,3.23716,5.450000494399999,1
372,3.22042,4.9500004784,1
373,3.20673,4.4500004624,1
374,3.189995,3.9500004464000007,1
375,3.174173,3.4500004303999994,1
376,3.158351,2.9500004144,1
377,3.142529,2.4500003984000003,1
378,3.126707,1.9500003824000007,1
379,3.110885,1.4500003663999994,1
380,3.095063,0.9500003503999999,1
381,3.079241,0.4500003344000003,1
382,18.97523,190.6000064192,7
383,18.95674,190.1000064032,7
384,18.94394,189.6000063872,7
385,18.92972,188.8000063616,7
386,18.91693,188.2000063424,7
387,18.90555,187.6000063232,7
388,18.89418,187.3000063136,7
389,18.88565,186.9000063008,7
390,18.87996,186.500006288,7
391,18.87428,186.000006272,7
392,18.87001,185.6000062592,7
393,18.8629,185.1000062432,7
394,18.85153,184.500006224,7
395,18.83732,184.000006208,7
396,18.82452,183.500006192,7
397,18.81173,183.000006176,7
398,18.79894,182.50000616,7
399,18.78615,181.9000061408,7
400,18.77193,181.4000061248,7
401,18.75914,180.8000061056,7
402,18.75204,180.3000060896,7
403,18.74635,179.7000060704,7
404,18.74919,179.4000060608,7
405,18.7563,179.1000060512,7
406,18.76056,178.6000060352,7
407,18.7563,178.3000060256,7
408,18.75204,178.000006016,7
409,18.74351,177.500006,7
410,18.73925,177.000005984,7
411,18.73356,176.6000059712,7
412,18.72788,176.1000059552,7
413,18.72219,175.6000059392,7
414,18.71509,175.2000059264,7
415,18.7094,174.7000059104,7
416,18.7023,174.2000058944,7
417,18.69519,173.500005872,7
418,18.68667,172.8000058496,7
419,18.67814,172.1000058272,7
420,18.67104,171.8000058176,7
421,18.66536,171.4000058048,7
422,18.66109,170.9000057888,7
423,18.65825,170.2000057664,7
424,18.65683,169.500005744,7
425,18.65257,168.9000057248,7
426,18.64831,168.4000057088,7
427,18.64547,167.9000056928,7
428,18.64547,167.50000568,7
429,18.65115,166.9000056608,7
430,18.65825,166.3000056416,7
431,18.66251,165.9000056288,7
432,18.66962,165.500005616,7
433,18.6753,165.0000056,7
434,18.68241,164.500005584,7
435,18.69093,164.2000055744,7
436,18.70514,163.7000055584,7
437,18.71367,163.2000055424,7
438,18.71509,162.8000055296,7
439,18.71509,162.2000055104,7
440,18.7094,161.7000054944,7
441,18.70372,161.1000054752,7
442,18.69662,160.6000054592,7
443,18.68667,160.00000544,7
444,18.67388,159.500005424,7
445,18.66251,159.000005408,7
446,18.64831,158.4000053888,7
447,18.63694,158.000005376,7
448,18.63126,157.50000536,7
449,18.627,157.3000053536,7
450,18.62131,156.8000053376,7
451,18.61563,156.4000053248,7
452,18.60711,155.9000053088,7
453,18.59858,155.4000052928,7
454,18.59432,154.8000052736,7
455,18.58864,154.3000052576,7
456,18.58012,153.8000052416,7
457,18.57159,153.3000052256,7
458,18.56307,152.8000052096,7
459,18.55455,152.1000051872,7
460,18.54745,151.6000051712,7
461,18.54603,151.1000051552,7
462,18.54887,150.6000051392,7
463,18.55029,150.1000051232,7
464,18.55313,149.6000051072,7
465,18.55455,149.000005088,7
466,18.55455,148.500005072,7
467,18.55597,148.1000050592,7
468,18.55739,147.6000050432,7
469,18.56023,147.1000050272,7
470,18.56307,146.500005008,7
471,18.56875,146.000004992,7
472,18.57301,145.4000049728,7
473,18.57728,144.9000049568,7
474,18.58296,144.4000049408,7
475,18.58722,143.8000049216,7
476,18.59432,143.2000049024,7
477,18.60427,142.9000048928,7
478,18.61279,142.50000488,7
479,18.61989,142.1000048672,7
480,18.62842,141.7000048544,7
481,18.6341,141.3000048416,7
482,18.63836,140.9000048288,7
483,18.64547,140.500004816,7
484,18.65541,140.1000048032,7
485,18.6682,139.7000047904,7
486,18.67956,139.000004768,7
487,18.68809,138.4000047488,7
488,18.69662,137.8000047296,7
489,18.7023,137.3000047136,7
490,18.71083,136.8000046976,7
491,18.71935,136.3000046816,7
492,18.72646,135.8000046656,7
493,18.73072,135.2000046464,7
494,18.73214,134.6000046272,7
495,18.73072,134.1000046112,7
496,18.72788,133.500004592,7
497,18.72788,133.000004576,7
498,18.7293,132.50000456,7
499,18.73214,132.000004544,7
500,18.72788,131.7000045344,7
501,18.72504,131.3000045216,7
502,18.71793,130.9000045088,7
503,18.71367,130.3000044896,7
504,18.71509,129.8000044736,7
505,18.72077,129.3000044576,7
506,18.72219,128.8000044416,7
507,18.71935,128.4000044288,7
508,18.71651,128.1000044192,7
509,18.71367,127.70000440640001,7
510,18.71367,127.10000438719999,7
511,18.71935,126.60000437119999,7
512,18.72504,126.00000435199999,7
513,18.72646,125.60000433920001,7
514,18.73072,125.3000043296,7
515,18.7364,124.8000043136,7
516,18.74067,124.50000430399999,7
517,18.74919,124.2000042944,7
518,18.76056,123.8000042816,7
519,18.76909,123.40000426879999,7
520,18.77478,122.90000425279999,7
521,18.78472,122.30000423359999,7
522,18.79609,121.7000042144,7
523,18.80604,121.30000420159999,7
524,18.81884,120.6000041792,7
525,18.83732,119.90000415680001,7
526,18.85153,119.30000413760001,7
527,18.86575,118.9000041248,7
528,18.87712,118.500004112,7
529,18.88565,117.9000040928,7
530,18.89276,117.3000040736,7
531,18.89844,116.6000040512,7
532,18.9084,116.000004032,7
533,18.91835,115.6000040192,7
534,18.92546,115.2000040064,7
535,18.92972,114.8000039936,7
536,18.93257,114.2000039744,7
537,18.93399,113.7000039584,7
538,18.93541,113.2000039424,7
539,18.93825,112.7000039264,7
540,18.94536,112.2000039104,7
541,18.9539,111.8000038976,7
542,18.95958,111.2000038784,7
543,18.96669,110.6000038592,7
544,18.97096,110.00000384,7
545,18.97523,109.4000038208,7
546,18.98234,108.9000038048,7
547,18.99656,108.4000037888,7
548,19.00936,108.000003776,7
549,19.01931,107.50000376,7
550,19.02927,107.000003744,7
551,19.03922,106.500003728,7
552,19.04918,106.000003712,7
553,19.06767,105.4000036928,7
554,19.09043,104.8000036736,7
555,19.11035,104.4000036608,7
556,19.12884,104.000003648,7
557,19.14449,103.500003632,7
558,19.16014,103.000003616,7
559,19.17864,102.6000036032,7
560,19.19429,102.000003584,7
561,19.20995,101.500003568,7
562,19.22418,100.9000035488,7
563,19.23841,100.2000035264,7
564,19.25406,99.6000035072,7
565,19.27114,99.000003488,7
566,19.28965,98.500003472,7
567,19.30673,97.9000034528,7
568,19.32381,97.4000034368,7
569,19.3409,97.000003424,7
570,19.36225,96.500003408,7
571,19.3893,96.000003392,7
572,19.41778,95.500003376,7
573,19.44626,95.1000033632,7
574,19.46905,94.6000033472,7
575,19.48899,94.4000033408,7
576,19.51036,94.000003328,7
577,19.53173,93.500003312,7
578,19.55025,93.000003296,7
579,19.56592,92.6000032832,7
580,19.57589,92.2000032704,7
581,19.58301,91.6000032512,7
582,19.59441,90.9000032288,7
583,19.60439,90.3000032096,7
584,19.61294,89.7000031904,7
585,19.62006,89.1000031712,7
586,19.62149,88.7000031584,7
587,19.62434,88.2000031424,7
588,19.63289,87.8000031296,7
589,19.64144,87.2000031104,7
590,19.64571,86.6000030912,7
591,19.65141,86.1000030752,7
592,19.65284,85.500003056,7
593,19.65284,85.00000304,7
594,19.65711,84.4000030208,7
595,19.66709,83.8000030016,7
596,19.67849,83.3000029856,7
597,19.69275,82.8000029696,7
598,19.707,82.4000029568,7
599,19.72838,82.000002944,7
600,19.74834,81.500002928,7
601,19.76687,81.1000029152,7
602,19.78113,80.7000029024,7
603,19.78969,80.2000028864,7
604,19.79539,79.8000028736,7
605,19.79824,79.4000028608,7
606,19.80109,78.9000028448,7
607,19.79824,78.4000028288,7
608,19.79397,77.9000028128,7
609,19.79111,77.5000028,7
610,19.78826,76.9000027808,7
611,19.78541,76.4000027648,7
612,19.78256,75.9000027488,7
613,19.77828,75.4000027328,7
614,19.774,74.9000027168,7
615,19.77115,74.3000026976,7
616,19.76973,73.7000026784,7
617,19.76973,73.1000026592,7
618,19.76973,72.6000026432,7
619,19.7683,72.1000026272,7
620,19.7683,71.6000026112,7
621,19.76973,71.1000025952,7
622,19.77686,70.6000025792,7
623,19.78684,70.00000256,7
624,19.79539,69.4000025408,7
625,19.80109,68.9000025248,7
626,19.80537,68.4000025088,7
627,19.81393,67.9000024928,7
628,19.82819,67.3000024736,7
629,19.8453,66.6000024512,7
630,19.8667,66.1000024352,7
631,19.88524,65.6000024192,7
632,19.90378,65.1000024032,7
633,19.91947,64.7000023904,7
634,19.93659,64.4000023808,7
635,19.95514,63.9000023648,7
636,19.97511,63.4000023488,7
637,19.99509,62.800002329600005,7
638,20.01221,62.4000023168,7
639,20.03219,62.000002304000006,7
640,20.05217,61.500002288000005,7
641,20.07501,61.1000022752,7
642,20.09785,60.700002262400005,7
643,20.11784,60.200002246400004,7
644,20.13925,59.600002227199994,7
645,20.16067,59.300002217599996,7
646,20.18209,58.800002201599995,7
647,20.20208,58.30000218559999,7
648,20.21779,57.9000021728,7
649,20.23064,57.4000021568,7
650,20.24207,57.00000214400001,7
651,20.25064,56.500002128000006,7
652,20.26064,56.000002112000004,7
653,20.27635,55.6000020992,7
654,20.29635,55.00000208,7
655,20.31636,54.600002067199995,7
656,20.33207,54.10000205119999,7
657,20.33922,53.7000020384,7
658,20.34207,53.1000020192,7
659,20.34636,52.6000020032,7
660,20.35208,52.000001984,7
661,20.35351,51.500001968,7
662,20.35208,51.000001952,7
663,20.35208,50.4000019328,7
664,20.35493,49.9000019168,7
665,20.35779,49.3000018976,7
666,20.36351,48.8000018816,7
667,20.37065,48.2000018624,7
668,20.3778,47.8000018496,7
669,20.38352,47.50000184,7
670,20.39066,47.1000018272,7
671,20.39924,46.6000018112,7
672,20.40781,46.1000017952,7
673,20.41782,45.6000017792,7
674,20.42639,45.1000017632,7
675,20.43497,44.6000017472,7
676,20.44498,44.000001728,7
677,20.45784,43.500001712,7
678,20.47214,43.000001696,7
679,20.48787,42.6000016832,7
680,20.5036,42.1000016672,7
681,20.51504,41.6000016512,7
682,20.52791,41.1000016352,7
683,20.54364,40.6000016192,7
684,20.55651,40.1000016032,7
685,20.56652,39.500001584,7
686,20.57367,39.000001568,7
687,20.58225,38.6000015552,7
688,20.59227,38.1000015392,7
689,20.608,37.6000015232,7
690,20.62088,37.000001504,7
691,20.63232,36.500001488,7
692,20.63947,36.000001472,7
693,20.64806,35.4000014528,7
694,20.65807,34.9000014368,7
695,20.67238,34.4000014208,7
696,20.68526,33.9000014048,7
697,20.69957,33.500001392,7
698,20.70959,33.000001376,7
699,20.71961,32.50000136,7
700,20.7282,32.000001344,7
701,20.73106,31.500001328000003,7
702,20.73535,31.000001312000002,7
703,20.74108,30.600001299200002,7
704,20.74537,30.1000012832,7
705,20.74823,29.800001273600003,7
706,20.7511,29.1000012512,7
707,20.75539,28.500001232000002,7
708,20.75682,27.9000012128,7
709,20.75539,27.300001193600004,7
710,20.75396,26.800001177600002,7
711,20.75253,26.3000011616,7
712,20.7511,25.700001142399998,7
713,20.75253,25.200001126399997,7
714,20.75539,24.700001110400002,7
715,20.75825,24.2000010944,7
716,20.75825,23.8000010816,7
717,20.75682,23.4000010688,7
718,20.75539,23.000001056000002,7
719,20.76255,22.50000104,7
720,20.774,21.9000010208,7
721,20.78689,21.500001008,7
722,20.79691,21.1000009952,7
723,20.80407,20.6000009792,7
724,20.81266,20.1000009632,7
725,20.82268,19.6000009472,7
726,20.8327,19.1000009312,7
727,20.83843,18.6000009152,7
728,20.84273,18.1000008992,7
729,20.84702,17.6000008832,7
730,20.84846,17.1000008672,7
731,20.84846,16.7000008544,7
732,20.85132,16.2000008384,7
733,20.85991,15.600000819200002,7
734,20.87137,15.200000806399999,7
735,20.88139,14.600000787199999,7
736,20.89285,14.000000768,7
737,20.90145,13.500000751999998,7
738,20.91291,13.000000736,7
739,20.93153,12.400000716800001,7
740,20.95015,11.9000007008,7
741,20.95588,11.500000688,7
742,20.9706157142857,10.950000670400001,7
743,20.9837639285714,10.4500006544,7
744,20.9969121428571,9.950000638399999,7
745,21.0100603571429,9.450000622400001,7
746,21.0232085714286,8.9500006064,7
747,21.0363567857143,8.450000590399998,7
748,21.049505,7.950000574400001,7
749,21.0626532142857,7.450000558399999,7
750,21.0758014285714,6.9500005424000015,7
751,21.0889496428571,6.4500005264,7
752,21.1020978571429,5.950000510400001,7
753,21.1152460714286,5.450000494399999,7
754,21.1283942857143,4.9500004784,7
755,21.1415425,4.4500004624,7
756,21.1546907142857,3.9500004464000007,7
757,21.1678389285714,3.4500004303999994,7
758,21.1809871428571,2.9500004144,7
759,21.1941353571429,2.4500003984000003,7
760,21.2072835714286,1.9500003824000007,7
761,21.2204317857143,1.4500003663999994,7
762,21.23358,0.9500003503999999,7
763,21.2467282142857,0.4500003344000003,7
764,5.58124,240.0,2
765,5.69691,239.6,2
766,5.81097,239.0,2
767,5.919,238.5,2
768,6.02544,238.0,2
769,6.13178,237.6,2
770,6.23801,237.4,2
771,6.34415,237.2,2
772,6.45019,236.7,2
773,6.55025,236.1,2
774,6.64581,235.2,2
775,6.73542,234.7,2
776,6.8191,234.1,2
777,6.89832,233.1,2
778,6.97309,232.4,2
779,7.04634,232.3,2
780,7.11663,232.4,2
781,7.18542,232.3,2
782,7.24832,231.9,2
783,7.30972,231.7,2
784,7.36671,231.3,2
785,7.4193,230.9,2
786,7.46749,230.3,2
787,7.51565,229.7,2
788,7.56089,229.2,2
789,7.60319,228.9,2
790,7.64401,228.9,2
791,7.68337,228.7,2
792,7.72126,228.6,2
793,7.75623,227.9,2
794,7.78827,227.2,2
795,7.82176,226.8,2
796,7.85379,226.5,2
797,7.88436,226.0,2
798,7.91201,225.5,2
799,7.9411,224.8,2
800,7.96874,224.0,2
801,7.99492,223.4,2
802,8.01818,223.0,2
803,8.0429,222.7,2
804,8.06761,222.3,2
805,8.09086,221.8,2
806,8.11266,221.4,2
807,8.133,221.1,2
808,8.15479,220.8,2
809,8.17512,220.3,2
810,8.194,219.8,2
811,8.20997,219.1,2
812,8.2274,218.7,2
813,8.24337,217.9,2
814,8.26078,217.2,2
815,8.2753,216.4,2
816,8.28836,215.7,2
817,8.30142,214.8,2
818,8.31448,214.3,2
819,8.32608,214.2,2
820,8.33769,213.9,2
821,8.3493,213.2,2
822,8.36235,212.6,2
823,8.37395,211.8,2
824,8.38556,211.1,2
825,8.40006,210.5,2
826,8.41311,210.0,2
827,8.42471,209.9,2
828,8.43485,209.6,2
829,8.445,209.6,2
830,8.45515,209.3,2
831,8.4653,208.9,2
832,8.47689,208.6,2
833,8.48704,208.2,2
834,8.49718,207.6,2
835,8.50877,207.2,2
836,8.51892,206.3,2
837,8.53051,205.8,2
838,8.5421,205.2,2
839,8.55513,204.7,2
840,8.56817,204.1,2
841,8.58121,203.5,2
842,8.59424,202.9,2
843,8.60727,202.5,2
844,8.62031,201.9,2
845,8.63044,201.3,2
846,8.64058,200.5,2
847,8.65216,199.7,2
848,8.66084,199.4,2
849,8.67098,198.8,2
850,8.67966,198.3,2
851,8.68834,197.7,2
852,8.69703,196.8,2
853,8.70426,196.0,2
854,8.71295,195.4,2
855,8.72307,194.8,2
856,8.73176,194.5,2
857,8.73754,194.2,2
858,8.74478,193.8,2
859,8.75346,193.3,2
860,8.76069,193.0,2
861,8.76648,192.8,2
862,8.77371,191.9,2
863,8.78094,191.3,2
864,8.78817,190.5,2
865,8.79541,189.7,2
866,8.80119,189.2,2
867,8.80698,188.5,2
868,8.81421,187.9,2
869,8.82433,187.5,2
870,8.83301,186.9,2
871,8.84024,186.6,2
872,8.84891,186.3,2
873,8.85469,186.0,2
874,8.86337,185.7,2
875,8.8706,185.2,2
876,8.87927,184.6,2
877,8.88939,184.0,2
878,8.89951,183.0,2
879,8.90673,182.1,2
880,8.9154,181.4,2
881,8.92407,180.7,2
882,8.93274,180.3,2
883,8.94141,179.6,2
884,8.95008,179.1,2
885,8.95731,178.7,2
886,8.96598,178.4,2
887,8.97465,178.1,2
888,8.98331,177.8,2
889,8.99198,177.5,2
890,9.00209,177.3,2
891,9.01076,177.2,2
892,9.02231,176.8,2
893,9.03387,176.2,2
894,9.04542,175.9,2
895,9.05697,175.4,2
896,9.06708,174.9,2
